time,pos_out[1],pos_out[2],pos_out[3],RPY_out[1],RPY_out[2],RPY_out[3],f_in[1],f_in[2],f_in[3],t_in[1],t_in[2],t_in[3],
0.08608687125601211,0.009343687438545729,2.147006327553639e-08,0.1,-0.0,-0.0,2.202275425120012e-06,-172.78651305827302,-0.038258871311598684,-2326.3052808427838,-0.0036071441709520516,-80.21398354167351,0.05931144843883199,
0.0880744610765818,0.009783183675999643,2.2418133503552417e-08,0.1,-0.0,-0.0,2.157174845243067e-06,-173.73245846217674,-0.02532090638781466,-2326.7410762366517,-0.0023168993370150472,-80.53483381807173,0.05573337014022667,
0.0900620508971515,0.010232756993467828,2.336786282536843e-08,0.1,-0.0,-0.0,2.1125126534712694e-06,-174.68687860056897,-0.025418479610282506,-2327.204823265951,-0.0023302008870426786,-80.86069887320492,0.050153618667826624,
0.0920496407177212,0.010692404877334086,2.431869960802177e-08,0.1,-0.0,-0.0,2.0686199502414024e-06,-175.66433666056474,-0.025916480873944492,-2327.6369625453494,-0.0023835338393991584,-81.18721298120478,0.05285522333819515,
0.09403723053829091,0.011162124753308205,2.5270025897039713e-08,0.1,-0.0,-0.0,2.0253055867473245e-06,-176.64338070297393,-0.012300032824787404,-2328.0732539940473,-0.0010253842307265813,-81.51303468151254,0.03857050544424606,
0.0960248203588606,0.011641914042923108,2.622128108552455e-08,0.1,-0.0,-0.0,1.982651987181918e-06,-177.63584046149035,-0.013963323164990995,-2328.5153822194925,-0.0011951750139677687,-81.84375803377968,0.04258132672930934,
0.0980124101794303,0.012131770132379238,2.7171916272139632e-08,0.1,-0.0,-0.0,1.9406417661753335e-06,-178.62639718305672,0.003546891728369652,-2328.9631581866897,0.0005523945993095644,-82.16473582950148,0.03401296597889404,
0.1,0.012631690412889085,2.8121445944266086e-08,0.1,-0.0,-0.0,1.899362176619297e-06,-179.63195030654114,0.011622748829674248,-2329.431839415801,0.0013566052998414393,-82.50867667031703,0.037218514098109515,
0.10200000000000001,0.013144856477640235,2.9075488052193953e-08,0.1,-0.0,-0.0,1.8591293802512304e-06,-180.64632831067934,0.018940484424599273,-2329.8895935236314,0.0020850595658960394,-82.86171357028799,0.03940106438867247,
0.10400000000000001,0.013668207417616818,3.002803830991379e-08,0.1,-0.0,-0.0,1.8200984940648285e-06,-139.23222073980457,0.03445280906942076,-2328.7182615572137,0.0035831244178695133,-60.60793057727669,0.02678149586399516,
0.10600000000000001,0.014201853669702849,3.0979459836422046e-08,0.1,-0.0,-0.0,1.7828693123733602e-06,-222.3228896095972,0.04713135674789552,-2332.3638610384996,0.00494430502299221,-105.19134891783433,0.03299365455734803,
0.10800000000000001,0.014745573660258558,3.192963560705459e-08,0.1,-0.0,-0.0,1.7475461398070915e-06,-183.7252941165165,0.04276222661553902,-2331.2381742685247,0.00445789106165494,-83.96663647299505,0.018671275865868163,
0.11000000000000001,0.015299470315519056,3.287945950982195e-08,0.1,-0.0,-0.0,1.7148034633278609e-06,-186.27989590215867,0.033604326813899396,-2331.7252269341748,0.003540960881122369,-85.14770624380614,0.020377172401472264,
0.11200000000000002,0.015863536823258285,3.3829339827861406e-08,0.1,-0.0,-0.0,1.683986382821529e-06,-184.45158752920995,0.01410235276866259,-2331.975388359362,0.001585014603608286,-83.98047600914735,0.013837355540082759,
0.11400000000000002,0.016437778058932647,3.4779615714327036e-08,0.1,-0.0,-0.0,1.654837422723227e-06,-186.8838754916408,0.028206444432068774,-2332.4759058271766,0.00299453460552046,-85.10456883846149,0.01640669200693446,
0.11600000000000002,0.01702218753648421,3.573012555223004e-08,0.1,-0.0,-0.0,1.6264449404284356e-06,-187.9010437577488,0.03404890100764323,-2332.9346332720343,0.003576493150973032,-85.46983625572881,0.022846546406205044,
0.11800000000000002,0.017616762543482368,3.6681088372337e-08,0.1,-0.0,-0.0,1.599399249738552e-06,-189.08136149979407,0.0418143413595747,-2333.4225037407086,0.004350983145247544,-85.92990843370035,0.030304826884305223,
0.12000000000000002,0.018221499932434156,3.76330273147093e-08,0.1,-0.0,-0.0,1.5741360791690671e-06,-190.12108473668292,0.04442299265104158,-2333.8881261852416,0.004609763280875932,-86.31597759272523,0.02535563007837185,
0.12200000000000003,0.018836396930762767,3.858685210005809e-08,0.1,-0.0,-0.0,1.5511944080726868e-06,-191.2119592852534,0.04632468769903417,-2334.3694824128083,0.004798053850655609,-86.72474110989793,0.017983726027085076,
0.12400000000000003,0.019461450629488803,3.954349389955834e-08,0.1,-0.0,-0.0,1.5304953821556488e-06,-192.30627065378835,0.05930112090000388,-2334.8400131643994,0.006094049842349093,-87.1397562874304,0.010233309641373674,
0.12600000000000003,0.020096658110468117,4.050383219863577e-08,0.1,-0.0,-0.0,1.5118497937022364e-06,-193.41072711086116,0.061636871711798984,-2335.287527045806,0.006326201261711863,-87.55887622756936,0.009299402500442682,
0.12800000000000003,0.02074201642850313,4.1468929570219456e-08,0.1,-0.0,-0.0,1.4954442278229225e-06,-194.51998303806587,0.07324388289708668,-2335.7268736168335,0.007485693439676252,-87.98765842514241,0.014737515222032926,
0.13000000000000003,0.021397522625597798,4.2439950912777956e-08,0.1,-0.0,-0.0,1.4813305303009291e-06,-195.6341856810029,0.0768620556694826,-2336.1940166011395,0.007846535266651512,-88.42368580032326,0.00657061470915708,
0.13200000000000003,0.022063173730564888,4.3418531449190644e-08,0.1,-0.0,-0.0,1.4701102861691569e-06,-196.7570074634136,0.07198477186300886,-2336.652949968547,0.007358079705738828,-88.87020932596465,0.004729614446202361,
0.13400000000000004,0.02273896674923292,4.4406287759358165e-08,0.1,-0.0,-0.0,1.461625502011922e-06,-197.88244009603096,0.03509883765042464,-2337.0974008445723,0.0036690575138932516,-89.31528457001107,-0.0032429553090776836,
0.13600000000000004,0.02342489868046807,4.5404758752945564e-08,0.1,-0.0,-0.0,1.4556415121085914e-06,-199.01497432572594,0.005044349188288649,-2337.5214688881956,0.0006634814459399278,-89.76875442575384,-0.0020113932933610848,
0.13800000000000004,0.02412096650419907,4.641446236157324e-08,0.1,-0.0,-0.0,1.4505822194378242e-06,-200.15270208778682,0.006087421955919506,-2338.0069126827952,0.0007679383993454758,-90.22871059557484,-0.004420527564508505,
0.14000000000000004,0.02482716718650545,4.7435229563481724e-08,0.1,-0.0,-0.0,1.4454350264489217e-06,-201.29647597895453,0.004169589201832861,-2338.4745198035216,0.0005764104370305657,-90.69444809223776,0.016816444776775023,
0.14200000000000004,0.025543497677343832,4.846685480715307e-08,0.1,-0.0,-0.0,1.4401526346634164e-06,-202.45503956905958,-0.0007401917072013244,-2338.9634714484732,8.568301617429659e-05,-91.1660597646935,0.02965332721270913,
0.14400000000000004,0.026269954887231883,4.9509622440185265e-08,0.1,-0.0,-0.0,1.4354150786006718e-06,-203.62968097409387,0.02452014587071099,-2339.4491476081234,0.0026119472782672446,-91.63581912888789,0.026277731965381013,
0.14600000000000005,0.027006535683813504,5.056403921369843e-08,0.1,-0.0,-0.0,1.4315018507214187e-06,-204.81197480664835,0.013867709176841804,-2339.932719998806,0.0015470042332674928,-92.11517267857656,0.02157466890537594,
0.14800000000000005,0.027753236914326115,5.163121202430771e-08,0.1,-0.0,-0.0,1.4291831417981502e-06,-206.00367298721523,0.024847589881213467,-2340.4021164220208,0.002645381153265832,-92.59385892313935,0.012570958362337261,
0.15000000000000005,0.02851005540092913,5.271188798420081e-08,0.1,-0.0,-0.0,1.427919612195247e-06,-207.20022884283665,0.015835908816453734,-2340.8980841546463,0.0017447774577587518,-93.07088342230844,0.0026088507314392553,
0.15200000000000005,0.029276987952828164,5.38068997991472e-08,0.1,-0.0,-0.0,1.4277811161284534e-06,-208.4013829438539,0.044107530610344836,-2341.3511892949045,0.004572623243647041,-93.54739631218644,0.009536641546305203,
0.15400000000000005,0.030054031366967084,5.491659607118827e-08,0.1,-0.0,-0.0,1.4281007365206507e-06,-209.61383893555094,0.02216665317519498,-2341.809214435833,0.0023793617597979134,-94.03304746898138,0.01790504711593863,
0.15600000000000006,0.030841182410151376,5.6042313540889826e-08,0.1,-0.0,-0.0,1.4301162139694103e-06,-210.83521126398043,0.037987565065581416,-2342.2603804595583,0.003962354364821014,-94.53188010081792,0.028559353535806825,
0.15800000000000006,0.03163843782540994,5.718505986065479e-08,0.1,-0.0,-0.0,1.4333503390423172e-06,-212.06186197029325,0.039139984712094726,-2342.727730059341,0.004078719398401717,-95.04743182643996,0.00941198009650875,
0.16000000000000006,0.03244579434169603,5.834663097826699e-08,0.1,-0.0,-0.0,1.4387338111231557e-06,-213.29241152107247,0.03903990103323528,-2343.2353082442655,0.0040699926676547055,-95.57117491715644,0.016033321432652552,
0.16200000000000006,0.033263248677566054,5.952837037756446e-08,0.1,-0.0,-0.0,1.4456335325922627e-06,-214.5277303386699,0.010688175026474928,-2343.743977473484,0.0012363683862239786,-96.10104740812265,0.0052365270874336145,
0.16400000000000006,0.034090797538858346,6.073185660074696e-08,0.1,-0.0,-0.0,1.454278145343945e-06,-215.75788269361172,0.007356404301783346,-2344.2473468374988,0.0009049095706037979,-96.61973112814076,0.00021972265462456145,
0.16600000000000006,0.034928437645188486,6.195756722247193e-08,0.1,-0.0,-0.0,1.4632902752163638e-06,-216.98660723432639,-0.046975887879055336,-2344.6922959477606,-0.00452639707789305,-97.12992069255682,0.008622818898860544,
0.16800000000000007,0.035776165719979325,6.320574108953102e-08,0.1,-0.0,-0.0,1.4723752865754062e-06,-218.21911331541878,-0.014744297963684887,-2345.1594119697083,-0.0013012439737900916,-97.6503298929038,0.005963269846056951,
0.17000000000000007,0.036633978476570024,6.44752328626517e-08,0.1,-0.0,-0.0,1.4799171070447059e-06,-219.45865032508155,-0.048625520447903185,-2345.6368455823817,-0.004687332497699083,-98.1819716344029,0.03730610969063578,
